vehicleID,registrationDate,kilometers,colour,aestheticGrade,mechanicalGrade,saleDate,make,model,doorNumber,type,fuel,transmission,yearIntroduced,cylinder,cubeCapacity,powerKW,powerHP,targetPrice
V_12312703,16/11/2007,217149,Black,Very Bad,Good,08/02/2023,CITROEN,C3,5,Hatchback,Diesel,Manual,2005,14,1398,51,70,2300
V_12312704,18/08/2008,160526,Black,Medium,Bad,06/02/2023,BMW,Serie-1,5,Hatchback,Diesel,Manual,2004,20,1995,120,163,8500
V_12312705,23/11/2003,168630,Grey,Bad,Very Bad,19/03/2023,FIAT,Punto,5,Hatchback,Petrol,Manual,1999,12,1242,59,80,850
V_12312706,30/03/2010,165863,Black,Very Bad,Medium,18/04/2023,SEAT,Ibiza,5,Hatchback,Petrol,Manual,2006,12,1198,51,70,2100
V_12312707,17/04/2012,194099,Grey,Very Bad,Medium,24/04/2023,SEAT,Ibiza,5,Hatchback,Diesel,Manual,2008,16,1598,66,90,4200
V_12312708,17/04/2006,277041,Grey,Very Bad,Bad,29/03/2023,PEUGEOT,307,5,Hatchback,Diesel,Manual,2001,14,1398,51,69,1400
V_12312709,19/01/2009,252990,Grey,Bad,Bad,02/04/2023,RENAULT,Clio,5,Hatchback,Diesel,Manual,2005,15,1461,50,68,2200
V_12312710,30/05/2015,167181,White,Good,Medium,18/03/2023,CITROEN,DS5,5,Hatchback,Diesel,Automatic,2012,20,1997,133,180,9500
V_12312711,30/06/2008,356897,Black,Very Bad,Bad,07/05/2023,BMW,Serie-1,5,Hatchback,Diesel,Manual,2004,20,1995,120,163,4600
V_12312712,22/06/2016,130689,White,Good,Medium,28/03/2023,MINI,Mini Countryman,5,Hatchback,Diesel,Manual,2014,16,1598,66,90,10800
V_12312713,19/09/2014,85226,Red,Bad,Medium,19/03/2023,MINI,Mini,3,Hatchback,Petrol,Manual,2001,16,1598,85,115,3100
V_12312714,23/03/2010,220761,Grey,Very Bad,Bad,18/03/2023,FIAT,Grande Punto,5,Hatchback,Diesel,Manual,2006,12,1248,55,75,1700
V_12312715,27/11/2018,203714,Blue,Medium,Medium,19/03/2023,BMW,Serie-1,3,Hatchback,Diesel,Manual,2007,20,1995,130,177,7400
V_12312716,21/07/2008,126845,Grey,Good,Medium,22/03/2023,VOLKSWAGEN,Golf,5,Hatchback,Petrol,Manual,2003,14,1390,55,75,3200
V_12312717,19/07/2004,105636,Grey,Bad,Bad,20/03/2023,FIAT,Punto,5,Hatchback,Petrol,Manual,1999,12,1242,44,60,1100
V_12312718,31/03/2019,167727,Red,Good,Good,05/08/2023,SEAT,Leon,5,Hatchback,Diesel,Manual,2009,16,1598,77,105,7000
V_12312719,17/02/2020,6608,White,Very Good,Very Good,18/03/2023,FIAT,500,3,Hatchback,Petrol,Manual,2015,12,1242,51,69,8400
V_12312720,19/04/2021,23271,Black,Very Good,Good,18/03/2023,PEUGEOT,2008,5,Hatchback,Diesel,Manual,2016,15,1499,75,102,13400
V_12312721,12/01/2013,117797,Blue,Very Bad,Very Bad,20/03/2023,CHEVROLET,Spark,5,Hatchback,Petrol,Manual,2009,10,995,50,68,2000
V_12312722,02/06/2002,119599,Grey,Very Bad,Very Bad,02/05/2023,RENAULT,Mégan,5,Hatchback,Petrol,Manual,1999,14,1390,70,95,450
V_12312723,21/02/2011,255285,Grey,Very Bad,Medium,17/04/2023,HONDA,Jazz,5,Hatchback,Petrol,Manual,2008,12,1198,66,90,2100
V_12312724,23/04/2015,143978,Black,Bad,Medium,20/03/2023,MINI,Mini Countryman,5,Hatchback,Diesel,Manual,2010,16,1598,66,90,9300
V_12312725,10/11/2003,294873,Black,Very Bad,Medium,20/03/2023,VOLKSWAGEN,Beetle,3,Hatchback,Petrol,Automatic,1999,18,1781,110,150,2200
V_12312726,01/11/2010,180157,Black,Medium,Medium,20/03/2023,MINI,Mini,3,Hatchback,Diesel,Manual,2007,16,1560,81,110,6300
V_12312727,13/02/2000,32879,Blue,Very Bad,Very Bad,28/03/2023,FORD,Fiesta,5,Hatchback,Petrol,Manual,1995,12,1242,55,75,450
V_12312728,23/10/2011,114097,Black,Medium,Bad,25/03/2023,FIAT,500,3,Hatchback,Diesel,Manual,2008,12,1248,55,75,5000
V_12312729,22/01/2013,171519,White,Bad,Medium,18/03/2023,VOLKSWAGEN,Polo,5,Hatchback,Diesel,Manual,2009,16,1598,66,90,5000
V_12312730,17/08/2009,150131,Grey,Very Bad,Medium,15/03/2023,RENAULT,Clio,5,Hatchback,Petrol,Manual,2005,11,1149,55,75,2500
V_12312731,15/08/2020,168446,Red,Medium,Good,20/03/2023,TOYOTA,Yaris,5,Hatchback,Diesel,Manual,2017,14,1364,66,90,6700
V_12312732,05/06/2018,169743,Black,Bad,Good,20/03/2023,BMW,Serie-1,5,Hatchback,Diesel,Manual,2011,16,1598,85,116,9500
V_12312733,22/12/2014,8316,White,Very Good,Very Good,10/05/2023,MITSUBISHI,i-Miev,5,Hatchback,Electric,Automatic,2010,0,0,49,67,3900
V_12312734,11/11/2008,297097,Black,Very Bad,Bad,23/05/2023,HONDA,Civic,5,Hatchback,Petrol,Manual,2006,13,1339,61,83,1600
V_12312735,20/10/2006,265159,Red,Very Bad,Medium,01/04/2023,RENAULT,Mégan,5,Hatchback,Diesel,Manual,2002,15,1461,59,80,1100
V_12312736,19/12/2011,100163,White,Medium,Bad,11/04/2023,FIAT,Grande Punto,5,Hatchback,Diesel,Manual,2008,12,1248,55,75,2900
V_12312737,27/11/2018,141050,White,Very Good,Very Good,25/03/2023,RENAULT,Mégan,5,Hatchback,Diesel,Manual,2012,15,1461,81,110,5300
V_12312738,22/10/2016,121254,White,Medium,Medium,22/03/2023,VOLKSWAGEN,Polo,3,Hatchback,Diesel,Manual,2014,14,1422,55,75,5200
V_12312739,22/06/2017,108118,Black,Bad,Medium,29/03/2023,ALFA ROMEO,Giulietta,5,Hatchback,Diesel,Manual,2013,16,1598,77,105,9300
V_12312740,02/09/2019,8471,White,Very Good,Very Good,20/03/2023,KIA,Picanto,5,Hatchback,Petrol,Automatic,2017,10,998,49,67,9200
V_12312741,13/01/2018,36760,White,Good,Very Good,29/03/2023,PEUGEOT,iOn,5,Hatchback,Electric,Automatic,2010,0,0,49,67,5700
V_12312742,22/09/2021,71207,Black,Very Bad,Good,15/07/2023,NISSAN,Leaf,5,Hatchback,Electric,Automatic,2010,0,0,80,109,17200
V_12312743,22/03/2021,16896,White,Good,Very Good,15/03/2023,NISSAN,Micra,5,Hatchback,Petrol,Manual,2017,9,898,66,90,11400
V_12312744,25/11/2012,87075,Green,Very Bad,Good,15/03/2023,CITROEN,C3,5,Hatchback,Petrol,Manual,2010,14,1360,54,75,4500
V_12312745,19/12/2015,172585,White,Medium,Medium,10/05/2023,RENAULT,Mégan,5,Hatchback,Diesel,Manual,2012,15,1461,81,110,5600
V_12312746,03/08/2004,269755,Blue,Good,Good,25/03/2023,FORD,Fiesta,5,Hatchback,Petrol,Manual,2002,14,1388,59,80,900
V_12312747,21/02/2012,237533,Grey,Bad,Medium,19/03/2023,FORD,Fiesta,5,Hatchback,Diesel,Manual,2008,14,1399,50,68,3100
V_12312748,01/12/2008,205276,Grey,Medium,Medium,15/03/2023,TOYOTA,Yaris,5,Hatchback,Petrol,Manual,2005,10,998,51,69,2800
V_12312749,22/10/2007,163514,Grey,Bad,Bad,15/03/2023,MG,MG ZR,5,Hatchback,Petrol,Manual,2004,14,1396,76,103,1400
V_12312750,10/03/2004,140982,Bordeaux,Medium,Medium,15/03/2023,RENAULT,Clio,5,Hatchback,Petrol,Manual,2001,11,1149,55,75,1300
V_12312751,19/11/2012,185432,Blue,Medium,Good,15/03/2023,BMW,Serie-1,5,Hatchback,Diesel,Manual,2007,20,1995,105,143,8300
V_12312752,02/06/2012,243538,Black,Bad,Bad,25/03/2023,RENAULT,Mégan,5,Hatchback,Diesel,Manual,2002,15,1461,59,80,1200
V_12312753,23/01/2017,173601,Black,Good,Bad,15/04/2023,OPEL,Astra J,5,Hatchback,Diesel,Manual,2009,16,1598,100,136,6700
V_12312754,05/11/2010,68932,Black,Bad,Medium,15/03/2023,SEAT,Ibiza,5,Hatchback,Petrol,Manual,2006,12,1198,51,70,3100
V_12312755,10/10/2014,99813,Black,Bad,Bad,20/03/2023,VOLKSWAGEN,Golf,5,Hatchback,Diesel,Manual,2012,16,1598,66,90,8900
V_12312756,23/12/2009,232390,White,Bad,Bad,11/03/2023,FIAT,Grande Punto,5,Hatchback,Diesel,Manual,2006,12,1248,55,75,1600
V_12312757,07/12/2008,189916,Blue,Bad,Medium,22/03/2023,OPEL,Astra H,3,Hatchback,Diesel,Manual,2007,12,1248,66,90,2200
V_12312758,05/08/2018,191551,Grey,Very Good,Medium,19/03/2023,VOLVO,V40,5,Hatchback,Diesel,Manual,2012,16,1560,84,115,7900
V_12312759,29/10/2022,40373,Blue,Good,Very Good,16/05/2023,TESLA,Model X,5,Hatchback,Electric,Automatic,2016,0,0,225,306,56600
V_12312760,08/11/2004,211966,Black,Bad,Very Bad,11/03/2023,FORD,Focus,5,Hatchback,Diesel,Manual,2001,18,1753,85,115,1600
V_12312761,09/12/2013,179587,White,Bad,Medium,18/03/2023,RENAULT,Mégan,5,Hatchback,Diesel,Manual,2008,15,1461,66,90,4000
V_12312762,23/02/2007,219073,Black,Very Bad,Medium,13/03/2023,VOLKSWAGEN,Polo,5,Hatchback,Petrol,Manual,2001,12,1198,48,65,1500
V_12312763,19/12/2015,206628,White,Bad,Good,29/03/2023,RENAULT,Mégan,5,Hatchback,Diesel,Manual,2012,15,1461,81,110,5400
V_12312764,23/05/2012,156645,Grey,Bad,Medium,08/03/2023,FIAT,Grande Punto,5,Hatchback,Diesel,Manual,2008,12,1248,55,75,3100
V_12312765,12/04/2016,158551,White,Medium,Good,29/03/2023,RENAULT,Mégan,5,Hatchback,Diesel,Manual,2013,15,1461,81,110,6200
V_12312766,17/12/2000,254236,White,Very Bad,Bad,28/03/2023,FIAT,Punto,3,Hatchback,Petrol,Manual,1997,12,1242,44,60,500
V_12312767,29/03/2009,100294,Grey,Bad,Medium,13/03/2023,TOYOTA,Yaris,5,Hatchback,Petrol,Manual,2005,10,998,51,69,4300
V_12312768,25/06/2008,254738,Black,Medium,Very Bad,08/03/2023,SEAT,Ibiza,5,Hatchback,Diesel,Manual,2002,14,1422,59,80,2500
V_12312769,19/04/2014,30342,Grey,Bad,Very Good,11/03/2023,TOYOTA,Yaris,5,Hatchback,Diesel,Automatic,2011,14,1364,66,90,8400
V_12312770,30/04/2003,152016,Grey,Bad,Bad,11/03/2023,OPEL,Corsa C,5,Hatchback,Petrol,Manual,2000,12,1199,55,75,900
V_12312771,25/12/2005,186457,Blue,Bad,Bad,11/03/2023,PEUGEOT,206,5,Hatchback,Petrol,Manual,2003,11,1124,44,60,1400
V_12312772,20/10/2015,151998,Grey,Very Bad,Bad,13/03/2023,SKODA,Octavia,5,Hatchback,Diesel,Manual,2013,20,1968,110,150,7800
V_12312773,01/04/2017,273173,Grey,Very Bad,Medium,22/04/2023,PEUGEOT,208,5,Hatchback,Diesel,Manual,2012,14,1398,50,68,5100
V_12312774,14/01/2014,45911,Black,Medium,Bad,19/04/2023,FIAT,Panda,5,Hatchback,Diesel,Manual,2004,12,1248,55,75,3600
V_12312775,25/12/2011,127495,Grey,Bad,Medium,28/03/2023,MAZDA,3,5,Hatchback,Diesel,Manual,2009,16,1560,80,109,3800
V_12312776,08/08/2004,200699,Grey,Very Bad,Bad,13/03/2023,FORD,Focus,5,Hatchback,Petrol,Manual,2001,16,1596,74,100,1100
V_12312777,15/04/2007,151113,Red,Very Bad,Bad,15/03/2023,KIA,Picanto,5,Hatchback,Petrol,Manual,2004,10,999,46,62,1200
V_12312778,23/05/2017,144101,Grey,Bad,Bad,11/03/2023,PEUGEOT,308,5,Hatchback,Diesel,Manual,2013,16,1560,88,120,11300
V_12312779,17/08/2010,63557,Grey,Bad,Good,11/03/2023,FIAT,Punto,5,Hatchback,Diesel,Manual,2003,12,1248,51,70,2600
V_12312780,23/09/2014,97663,Blue,Medium,Good,13/03/2023,BMW,Serie-1,5,Hatchback,Diesel,Manual,2011,16,1598,85,116,11000
V_12312781,23/06/1997,97975,Green,Bad,Bad,13/03/2023,VOLKSWAGEN,Polo,3,Hatchback,Petrol,Manual,1994,10,1043,33,45,800
V_12312782,24/04/2004,167999,Grey,Very Bad,Bad,13/03/2023,VOLKSWAGEN,Polo,5,Hatchback,Petrol,Manual,2001,12,1198,48,65,1100
V_12312783,21/02/2001,85562,Green,Very Bad,Bad,11/03/2023,RENAULT,Clio,5,Hatchback,Petrol,Manual,1998,11,1149,43,60,900
V_12312784,02/02/2009,282929,Blue,Very Bad,Bad,11/03/2023,RENAULT,Clio,5,Hatchback,Petrol,Manual,2005,11,1149,55,75,1400
V_12312785,02/12/2012,104836,Grey,Bad,Good,13/03/2023,FIAT,Punto Evo,5,Hatchback,Petrol,Manual,2009,14,1368,57,77,3600
V_12312786,29/12/2007,271889,Grey,Bad,Bad,25/03/2023,OPEL,Astra H,5,Hatchback,Diesel,Manual,2004,12,1248,66,90,1400
V_12312787,19/12/2016,43313,White,Bad,Bad,15/03/2023,RENAULT,Clio,5,Hatchback,Petrol,Manual,2012,9,898,66,90,7300
V_12312788,18/06/2013,162019,Blue,Very Bad,Medium,13/03/2023,CITROEN,C1,5,Hatchback,Petrol,Manual,2008,10,998,50,68,3200
V_12312789,09/01/2002,278808,Blue,Very Bad,Bad,28/03/2023,FIAT,Punto,5,Hatchback,Petrol,Manual,1999,12,1242,59,80,450
V_12312790,17/03/2012,135505,Grey,Bad,Good,23/04/2023,MAZDA,3,5,Hatchback,Diesel,Manual,2009,16,1560,80,109,4200
V_12312791,04/03/2006,228393,Grey,Medium,Medium,15/03/2023,RENAULT,Mégan,5,Hatchback,Diesel,Manual,2002,15,1461,59,80,1400
V_12312792,06/11/2015,114969,Grey,Bad,Medium,20/03/2023,NISSAN,Juke,5,Hatchback,Diesel,Manual,2010,15,1461,81,110,11300
V_12312793,05/02/2019,189315,Grey,Medium,Good,20/03/2023,CITROEN,C4,5,Hatchback,Diesel,Manual,2010,16,1560,84,115,5300
V_12312794,21/05/2008,99102,Black,Very Bad,Bad,13/03/2023,FIAT,Grande Punto,5,Hatchback,Diesel,Manual,2006,12,1248,66,90,2700
V_12312795,05/11/2017,92213,Grey,Medium,Very Good,13/03/2023,MINI,Mini,3,Hatchback,Diesel,Manual,2014,20,1995,125,170,17000
V_12312796,20/07/2004,149334,Grey,Very Bad,Bad,19/03/2023,FIAT,Punto,5,Hatchback,Petrol,Manual,1999,12,1242,44,60,750
V_12312797,21/03/2012,173475,Blue,Very Bad,Medium,13/03/2023,VOLKSWAGEN,Golf,5,Hatchback,Diesel,Manual,2008,20,1968,103,140,8200
V_12312798,22/09/2020,39431,White,Good,Very Good,13/03/2023,BMW,Serie-4,5,Hatchback,Diesel,Automatic,2017,20,1995,140,190,29300
V_12312799,25/01/2008,97105,Grey,Very Bad,Good,25/03/2023,TOYOTA,Aygo,5,Hatchback,Petrol,Manual,2005,10,998,50,68,2600
V_12312800,23/02/2019,155227,White,Medium,Medium,15/04/2023,SEAT,Leon,5,Hatchback,Diesel,Manual,2013,16,1598,77,105,6700
V_12312801,11/05/2010,101153,Red,Very Bad,Medium,13/03/2023,FIAT,Grande Punto,3,Hatchback,Petrol,Manual,2006,14,1368,70,95,2200
V_12312802,01/05/2012,179623,Black,Bad,Medium,10/04/2023,BMW,Serie-1,5,Hatchback,Diesel,Manual,2007,20,1995,105,143,6700
V_12312803,08/06/2009,19172,Grey,Bad,Medium,20/03/2023,TOYOTA,Yaris,5,Hatchback,Petrol,Automatic,2005,10,998,51,69,6000
V_12312804,22/11/2010,302160,White,Bad,Bad,15/03/2023,RENAULT,Clio,5,Hatchback,Petrol,Manual,2006,11,1149,55,75,1900
V_12312805,19/02/2006,173679,Black,Bad,Medium,18/04/2023,AUDI,A3,3,Hatchback,Diesel,Manual,2003,20,1968,103,140,4900
V_12312806,05/02/2011,117753,Black,Very Bad,Medium,15/03/2023,SEAT,Ibiza,3,Hatchback,Petrol,Manual,2008,14,1390,63,85,3800
V_12312807,14/11/2003,286715,Grey,Very Bad,Bad,13/03/2023,RENAULT,Clio,5,Hatchback,Diesel,Manual,2001,15,1461,48,65,1200
V_12312808,10/02/2012,254977,Grey,Bad,Bad,15/04/2023,PEUGEOT,207,3,Hatchback,Diesel,Manual,2006,14,1398,50,68,2300
V_12312809,01/07/2018,86732,Black,Very Good,Very Good,17/04/2023,BMW,Serie-4,5,Hatchback,Diesel,Automatic,2014,20,1995,165,224,27500
V_12312810,03/06/2003,143802,Grey,Very Bad,Bad,13/03/2023,SEAT,Ibiza,5,Hatchback,Petrol,Manual,1999,14,1390,55,75,800
V_12312811,19/06/2012,187683,White,Bad,Medium,13/03/2023,FIAT,500,3,Hatchback,Petrol,Manual,2008,12,1242,51,69,4400
V_12312812,15/08/2012,458501,White,Very Bad,Bad,20/03/2023,RENAULT,Clio,5,Hatchback,Diesel,Manual,2009,15,1461,50,70,1800
V_12312813,22/07/2008,57935,Grey,Bad,Medium,29/03/2023,KIA,Picanto,5,Hatchback,Petrol,Manual,2004,10,999,46,62,1700
V_12312814,07/12/2009,329632,Black,Very Bad,Bad,10/05/2023,PEUGEOT,207,5,Hatchback,Diesel,Manual,2006,14,1398,50,68,1400
V_12312815,30/08/2003,135464,Grey,Bad,Very Bad,03/05/2023,MERCEDES-BENZ,Classe A,5,Hatchback,Petrol,Manual,1997,14,1397,60,81,1400
V_12312816,12/07/2014,95729,Grey,Bad,Good,19/04/2023,KIA,Rio,5,Hatchback,Petrol,Manual,2011,12,1248,62,85,4900
V_12312817,18/01/2004,334846,Blue,Very Bad,Bad,28/03/2023,VOLKSWAGEN,Polo,5,Hatchback,Diesel,Manual,2000,14,1422,55,75,950
V_12312818,18/02/2020,104412,Black,Medium,Medium,27/03/2023,BMW,Serie-4,5,Hatchback,Diesel,Automatic,2014,20,1995,140,190,20300
V_12312819,22/12/2012,73716,Black,Bad,Medium,29/03/2023,NISSAN,Juke,5,Hatchback,Petrol,Manual,2010,16,1598,86,117,6400
V_12312820,03/12/2008,143182,Grey,Bad,Good,27/03/2023,MAZDA,2,5,Hatchback,Petrol,Manual,2005,12,1242,55,75,1900
V_12312821,15/08/2010,136076,Grey,Bad,Good,27/03/2023,OPEL,Corsa D,5,Hatchback,Petrol,Manual,2006,12,1229,59,80,2800
V_12312822,07/02/2020,138331,Blue,Medium,Good,16/07/2023,BMW,Serie-6,5,Hatchback,Diesel,Automatic,2017,30,2993,195,265,38200
V_12312823,29/08/2005,108526,Grey,Very Bad,Very Bad,10/04/2023,RENAULT,Laguna,5,Hatchback,Petrol,Manual,2001,16,1598,81,110,1100
V_12312824,18/03/2007,89880,Black,Very Bad,Bad,27/03/2023,PEUGEOT,206,5,Hatchback,Petrol,Manual,2003,11,1124,44,60,1900
V_12312825,08/11/2002,149019,Grey,Very Bad,Very Bad,02/04/2023,PEUGEOT,206,5,Hatchback,Petrol,Manual,1998,11,1124,44,60,800
V_12312826,27/07/2020,16499,White,Very Good,Very Good,10/04/2023,SEAT,Ibiza,5,Hatchback,Petrol,Manual,2017,10,999,55,75,9400
V_12312827,14/02/2017,125711,Grey,Bad,Bad,03/04/2023,VOLVO,V40,5,Hatchback,Diesel,Automatic,2012,16,1560,84,115,9400
V_12312828,17/02/2010,112498,Grey,Medium,Bad,17/04/2023,RENAULT,Twingo,3,Hatchback,Petrol,Manual,2007,11,1149,55,75,2400
V_12312829,15/01/2011,106900,Grey,Very Bad,Bad,28/03/2023,OPEL,Corsa D,5,Hatchback,Petrol,Manual,2006,12,1229,59,80,2700
V_12312830,11/12/2007,95191,Grey,Bad,Bad,27/03/2023,VOLKSWAGEN,Polo,3,Hatchback,Petrol,Manual,2005,12,1198,48,65,2200
V_12312831,09/11/2010,221435,Green,Bad,Bad,27/03/2023,SEAT,Ibiza,5,Hatchback,Diesel,Manual,2008,19,1896,77,105,3900
V_12312832,09/06/2012,146344,Grey,Medium,Good,27/03/2023,MAZDA,2,5,Hatchback,Petrol,Manual,2007,13,1349,55,75,3300
V_12312833,20/08/2016,225987,Grey,Bad,Bad,03/04/2023,CITROEN,C4,5,Hatchback,Diesel,Manual,2010,16,1560,84,115,5200
V_12312834,20/05/2008,167347,Grey,Bad,Medium,27/03/2023,PEUGEOT,307,5,Hatchback,Petrol,Manual,2005,14,1360,65,90,2700
V_12312835,29/12/2013,94839,Grey,Bad,Good,28/03/2023,PEUGEOT,107,5,Hatchback,Petrol,Manual,2009,10,998,50,68,3600
V_12312836,18/12/2015,84596,Black,Bad,Good,27/03/2023,FIAT,Punto,5,Hatchback,Petrol,Manual,2012,12,1242,51,69,4700
V_12312837,21/08/2017,106366,White,Medium,Good,28/03/2023,PEUGEOT,2008,5,Hatchback,Petrol,Manual,2013,12,1199,60,82,8500
V_12312838,22/07/2007,175591,Grey,Bad,Medium,27/03/2023,RENAULT,Clio,3,Hatchback,Petrol,Manual,2006,11,1149,55,75,1800
V_12312839,11/06/2006,197392,Grey,Very Bad,Medium,27/03/2023,OPEL,Astra H,5,Hatchback,Petrol,Manual,2004,14,1364,66,90,1600
V_12312840,01/05/2001,187426,Black,Bad,Very Bad,01/04/2023,VOLKSWAGEN,Golf,5,Hatchback,Petrol,Manual,1997,14,1390,55,75,1000
V_12312841,29/06/2021,28608,Grey,Very Good,Medium,25/03/2023,BMW,Serie-1,5,Hatchback,Diesel,Manual,2017,15,1496,85,116,18500
V_12312842,16/07/2008,219945,Grey,Bad,Bad,27/03/2023,PEUGEOT,307,5,Hatchback,Diesel,Manual,2005,16,1560,66,90,2800
V_12312843,19/03/2012,334125,Grey,Very Bad,Bad,01/05/2023,CITROEN,C4,5,Hatchback,Diesel,Manual,2008,16,1560,80,110,2500
V_12312844,03/09/2012,76324,Grey,Good,Very Good,27/03/2023,CHEVROLET,Aveo,5,Hatchback,Petrol,Manual,2008,12,1206,62,84,2700
V_12312845,23/04/2005,173648,Grey,Bad,Good,27/03/2023,FORD,Fiesta,5,Hatchback,Petrol,Manual,2002,12,1242,55,75,1600
V_12312846,09/06/2020,60779,Black,Medium,Bad,17/04/2023,FIAT,500,5,Hatchback,Diesel,Manual,2015,12,1248,70,95,12200
V_12312847,09/06/2003,225339,Grey,Very Bad,Very Bad,19/04/2023,SKODA,Fabia,5,Hatchback,Petrol,Manual,2000,14,1397,50,68,600
V_12312848,03/02/2008,302882,Grey,Bad,Bad,20/05/2023,RENAULT,Vel Satis,5,Hatchback,Diesel,Manual,2005,22,2188,110,150,1500
V_12312849,03/10/2003,310961,Yellow,Very Bad,Bad,29/03/2023,SEAT,Leon,5,Hatchback,Diesel,Manual,2000,19,1896,81,110,1700
V_12312850,21/05/2018,196187,Black,Medium,Very Good,24/06/2023,SKODA,Octavia,5,Hatchback,Diesel,Manual,2013,16,1598,81,110,7500
V_12312851,07/10/2011,116015,Grey,Bad,Medium,27/03/2023,SEAT,Ibiza,5,Hatchback,Diesel,Manual,2008,14,1422,59,80,5700
V_12312852,26/06/2011,101302,Grey,Bad,Good,27/03/2023,HONDA,Jazz,5,Hatchback,Petrol,Manual,2008,12,1198,66,90,4300
V_12312853,09/10/2005,188979,Grey,Very Bad,Bad,27/03/2023,CITROEN,C3,5,Hatchback,Diesel,Manual,2002,14,1398,51,69,1800
V_12312854,23/05/2004,204105,Grey,Very Bad,Bad,27/03/2023,FIAT,Punto,5,Hatchback,Petrol,Manual,1999,12,1242,59,80,800
V_12312855,22/11/2008,181420,Grey,Very Bad,Good,27/03/2023,FIAT,Grande Punto,5,Hatchback,Diesel,Manual,2006,12,1248,55,75,2500
V_12312856,12/12/2004,158099,Blue,Very Bad,Very Bad,28/03/2023,CITROEN,C3,5,Hatchback,Petrol,Manual,2002,11,1124,45,61,1300
V_12312857,28/11/2003,248374,Black,Bad,Very Bad,23/04/2023,RENAULT,Clio,5,Hatchback,Diesel,Manual,2001,15,1461,48,65,950
V_12312858,10/11/2008,230807,Black,Bad,Bad,25/03/2023,PEUGEOT,207,3,Hatchback,Diesel,Manual,2006,16,1560,80,109,3400
V_12312859,19/04/2008,157991,Grey,Bad,Medium,27/03/2023,CITROEN,C1,5,Hatchback,Petrol,Manual,2005,10,998,50,68,2400
V_12312860,09/03/2014,109307,Black,Very Bad,Very Good,24/05/2023,CITROEN,C1,5,Hatchback,Petrol,Manual,2012,10,998,50,68,3700
V_12312861,23/10/2005,269234,Black,Very Bad,Bad,27/03/2023,CITROEN,C3,5,Hatchback,Petrol,Manual,2002,11,1124,45,61,1000
V_12312862,08/08/2007,251910,Grey,Very Bad,Bad,01/04/2023,HONDA,Jazz,5,Hatchback,Petrol,Manual,2001,12,1246,57,78,1500
V_12312863,23/06/2013,108908,Grey,Medium,Medium,22/03/2023,OPEL,Corsa D,5,Hatchback,Diesel,Manual,2006,12,1248,70,95,4200
V_12312864,20/09/2020,46277,White,Medium,Good,17/04/2023,RENAULT,Clio,5,Hatchback,Diesel,Manual,2016,15,1461,66,90,11900
V_12312865,23/11/2004,192388,White,Very Bad,Bad,16/04/2023,FIAT,Punto,5,Hatchback,Petrol,Manual,1999,12,1242,44,60,450
V_12312866,09/09/2008,121626,White,Very Bad,Very Bad,25/03/2023,SMART,Forfour,5,Hatchback,Petrol,Manual,2004,11,1124,55,75,2100
V_12312867,18/12/2018,132249,Grey,Very Good,Medium,22/03/2023,SEAT,Ibiza,5,Hatchback,Diesel,Manual,2015,14,1422,77,105,10800
V_12312868,29/09/2006,294277,Grey,Very Bad,Very Bad,25/03/2023,SMART,Forfour,5,Hatchback,Petrol,Manual,2004,11,1124,55,75,1400
V_12312869,11/11/2008,178805,Grey,Bad,Medium,28/03/2023,OPEL,Corsa D,5,Hatchback,Diesel,Manual,2006,12,1248,55,75,2000
V_12312870,29/09/2008,97194,Black,Bad,Medium,25/03/2023,MAZDA,3,5,Hatchback,Petrol,Manual,2006,13,1349,62,84,2200
V_12312871,23/03/2014,125061,Grey,Bad,Good,25/03/2023,RENAULT,Clio,5,Hatchback,Diesel,Manual,2009,15,1461,65,89,5000
V_12312872,29/07/2001,222803,Black,Bad,Very Bad,29/03/2023,VOLKSWAGEN,Lupo,3,Hatchback,Petrol,Manual,1998,10,999,37,50,600
V_12312873,28/02/2004,207672,Black,Medium,Bad,29/03/2023,OPEL,Corsa C,3,Hatchback,Petrol,Manual,2000,12,1199,55,75,900
V_12312874,07/04/2001,231153,Blue,Medium,Very Bad,26/03/2023,VOLKSWAGEN,Golf,3,Hatchback,Petrol,Manual,1997,14,1390,55,75,700
V_12312875,11/07/2001,275905,Grey,Bad,Very Bad,01/04/2023,OPEL,Astra G,5,Hatchback,Diesel,Manual,1998,17,1686,55,75,650
V_12312876,11/09/2012,206418,Blue,Medium,Medium,19/04/2023,MINI,Mini,3,Hatchback,Diesel,Manual,2007,16,1560,66,90,6400
V_12312877,15/06/2019,50268,Red,Very Good,Good,16/04/2023,VOLVO,V40,5,Hatchback,Diesel,Manual,2016,20,1969,88,120,14100
V_12312878,21/09/2005,303266,Grey,Very Bad,Good,20/03/2023,AUDI,A3,3,Hatchback,Diesel,Manual,2003,19,1896,77,105,3300
V_12312879,21/07/2012,163385,White,Bad,Medium,25/03/2023,PEUGEOT,207,3,Hatchback,Diesel,Manual,2006,14,1398,50,68,3700
V_12312880,15/10/2012,124556,Grey,Bad,Good,27/03/2023,FIAT,Punto Evo,5,Hatchback,Petrol,Manual,2009,14,1368,57,77,3600
V_12312881,22/01/2006,250532,Grey,Medium,Bad,27/03/2023,OPEL,Corsa C,5,Hatchback,Diesel,Manual,2003,12,1248,51,70,1500
